token,entry_time,entry_price,entry_token_amount,entry_sol_amount,entry_network_fee,entry_pump_fee,entry_token_account_fee,exit_time,exit_price,exit_token_amount,exit_sol_amount,exit_network_fee,exit_pump_fee,hold_time,gross_pnl,net_pnl,gross_roi,net_roi,wallet_address
7GZLrEKCqRgdRaTsYLhChGsmiJ6UVLkDYMWDhHmUpump,2025-04-10 23:37:14,3.3872670549875984e-08,2145999.999999,0.072690751,5.75e-05,0.000726908,0.00203928,2025-04-10 23:37:17,3.108159086674328e-08,2145999.999999,0.066701094,5.75e-05,0.000667011,0.05,-0.0059896569999999955,-0.009537855999999997,-8.23991624464025,-12.630506332702806,5wndzmmzzydwlvhhgwcm2pwztdgv6qfcrhwbkjtgej4f
AsFkZXkUjFDuA5CaPEGA3oExjnsVdiMhVJ2BxMHWpump,2025-04-10 23:40:11,3.3872670549875984e-08,2145999.999999,0.072690751,5.75e-05,0.000726908,0.00203928,2025-04-10 23:40:15,3.0889658434310755e-08,2145999.999999,0.066289207,5.75e-05,0.000662893,0.06666666666666667,-0.006401543999999995,-0.009945625,-8.806545415936059,-13.170494453385265,5wndzmmzzydwlvhhgwcm2pwztdgv6qfcrhwbkjtgej4f
Aw3F4d6qsLHfbvtHpHHpEc2AMRLMcA16YTAhmSobpump,2025-04-10 23:44:45,3.387678285183312e-08,2145999.999999,0.072699576,5.75e-05,0.000726996,0.00203928,2025-04-10 23:44:48,3.089323951539184e-08,2145999.999999,0.066296892,5.75e-05,0.000662969,0.05,-0.006402684000000006,-0.009946929000000007,-8.807044486751897,-13.170666736296354,5wndzmmzzydwlvhhgwcm2pwztdgv6qfcrhwbkjtgej4f
EaeaX91i8xQ71cGpTbEG5ixes752o3ZGPxtR5SWtpump,2025-04-10 23:51:18,3.28520605778345e-08,2145999.999999,0.070500522,5.75e-05,0.000705006,0.00203928,2025-04-10 23:51:22,3.0889658434310755e-08,2145999.999999,0.066289207,5.75e-05,0.000662893,0.06666666666666667,-0.004211314999999993,-0.0077334939999999935,-5.97345222493529,-10.550137111644553,5wndzmmzzydwlvhhgwcm2pwztdgv6qfcrhwbkjtgej4f
6snELYcpWnLeZpqtFuQGr8ez6Po97y3pW1JFFdXjpump,2025-04-10 23:55:00,3.28520605778345e-08,2145999.999999,0.070500522,5.75e-05,0.000705006,0.00203928,2025-04-10 23:55:04,3.0889658434310755e-08,2145999.999999,0.066289207,5.75e-05,0.000662893,0.06666666666666667,-0.004211314999999993,-0.0077334939999999935,-5.97345222493529,-10.550137111644553,5wndzmmzzydwlvhhgwcm2pwztdgv6qfcrhwbkjtgej4f
oABH1SKWrxad3V8m6EexrZtBndq45x2QH5FfyBwpump,2025-04-11 00:03:43,3.1663883970191826e-08,2145999.999999,0.067950695,5.75e-05,0.000679507,0.00203928,2025-04-11 00:04:40,2.9724670083890825e-08,2145999.999999,0.063789142,5.75e-05,0.000637892,0.95,-0.004161553000000012,-0.0076332320000000176,-6.124371502013353,-10.792531766730859,5wndzmmzzydwlvhhgwcm2pwztdgv6qfcrhwbkjtgej4f
FfqQg76RnwbFa9qwtV1euaxkLd4ALpo2jMEiq9Zupump,2025-04-11 00:06:33,3.176584669153391e-08,2145999.999999,0.068169507,5.75e-05,0.000681696,0.00203928,2025-04-11 00:07:18,2.974010531222262e-08,2145999.999999,0.063822266,5.75e-05,0.000638223,0.75,-0.004347241000000002,-0.007821439999999999,-6.377104942243459,-11.024189369837332,5wndzmmzzydwlvhhgwcm2pwztdgv6qfcrhwbkjtgej4f
D446rvMkMphHL6Et7gQx35zoiK3D7o1K2p8qSCgypump,2025-04-11 00:26:54,2.3649931009771017e-07,302313.211698,0.071496866,5.75e-05,0.000714969,0.00203928,2025-04-11 00:26:55,2.4135011695382906e-07,302313.211698,0.072963329,5.75e-05,0.000729634,0.016666666666666666,0.0014664629999999873,-0.0021324200000000237,2.0510871063914706,-2.869680722753376,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
AoCkntjfBibp8GbdkwomAqt7J3YZyxHbN8s8UNNppump,2025-04-11 01:18:34,3.122432525630532e-08,2145999.999999,0.067007402,5.75e-05,0.000670075,0.00203928,2025-04-11 01:18:43,3.209820782853313e-08,2145999.999999,0.068882754,5.75e-05,0.000688828,0.15,0.0018753520000000107,-0.0016378310000000063,2.798723639516737,-2.3473284710147557,5wndzmmzzydwlvhhgwcm2pwztdgv6qfcrhwbkjtgej4f
DU39CmNCs7UpC11Xg9TZHG3ua2i212JPAdnZU8fFpump,2025-04-11 01:50:19,2.1961481140442094e-07,342101.275044,0.075130507,5.75e-05,0.000751306,0.00203928,2025-04-11 01:50:20,2.308878415897191e-07,342101.275044,0.078987025,5.75e-05,0.000789871,0.016666666666666666,0.0038565180000000032,0.000161061000000004,5.133091940934198,0.2065451475894211,aegaktuymezhx4a44abo1gyae7jxzjcvvcmpztf2fxiv
